Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
155.39723443984985	0	-207.75377	-11.179592	73.46153	-29.804129	-412.34705	20.0	0.0	1020	10020	-197.21112	-10.063387
303.24876594543457	1	-204.21878	-10.805041	71.16654	-35.872623	-370.8999	20.0	0.0	1020	20040	-169.74094	-9.00916
442.6387541294098	2	-209.47148	-10.984008	70.05456	-37.459232	-418.7232	20.0	0.0	1020	30060	-189.28287	-9.505334
581.7866585254669	3	-208.46352	-11.043989	67.68083	-33.12924	-404.97412	20.0	0.0	1020	40080	-194.02156	-9.803966
720.7531006336212	4	-195.00526	-9.975979	72.00765	-35.049046	-391.5202	20.0	0.0	1020	50100	-180.3602	-8.490577
860.5774884223938	5	-199.55118	-10.088503	76.20545	-33.26272	-378.37863	20.0	0.0	1020	60120	-183.8987	-9.622896
999.8892424106598	6	-197.54486	-9.822863	76.170425	-28.012232	-430.48953	20.0	0.0	1020	70140	-151.94708	-7.557899
1139.3309931755066	7	-191.62222	-9.464637	68.750916	-29.50493	-361.81992	19.991044776119402	0.1636626884999737	1020	80160	-188.20103	-9.453462
1278.6376163959503	8	-184.28577	-8.914029	69.8283	-37.131527	-376.29117	20.0	0.0	1020	90180	-156.96606	-6.9003983
1418.619127035141	9	-185.14342	-8.898192	77.238525	-30.849833	-412.10712	20.0	0.0	1020	100200	-155.17412	-6.743486
1558.2170805931091	10	-176.1113	-8.43684	71.08507	-32.987385	-376.72986	20.0	0.0	1020	110220	-140.01422	-6.2428603
1698.0974729061127	11	-174.71959	-8.361651	76.43203	-32.49851	-376.5175	20.0	0.0	1020	120240	-162.39357	-7.632176
1838.8940918445587	12	-184.87418	-8.646896	81.27536	-25.099804	-425.51538	20.0	0.0	1020	130260	-157.21326	-6.913224
1979.9555413722992	13	-182.40286	-8.723488	85.19967	-30.501167	-441.754	20.0	0.0	1020	140280	-151.30467	-6.516737
2120.722307920456	14	-176.9387	-8.276515	77.90113	-23.81294	-404.97653	20.0	0.0	1020	150300	-153.11078	-6.292305
2260.3118267059326	15	-168.18468	-7.590754	77.322	-33.53612	-448.42557	20.0	0.0	1020	160320	-149.13686	-6.923626
2402.364935874939	16	-161.00482	-7.4177656	77.3739	-23.545868	-398.1712	20.0	0.0	1020	170340	-129.95325	-6.0657663
