Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
7.219660758972168	0	-0.43710944	0.08427604	-0.28531256	-0.62254745	21.0	0.0	-0.020814737	-0.020814737	-0.020762358	-0.020762358	-0.69260496	0.024515243	6.244942e-05	2.996402e-05	0.6926112	1008	1008
14.023770332336426	1	-0.4092544	0.089119986	-0.21993938	-0.6060788	21.0	0.0	-0.019488303	-0.019488303	-0.019567331	-0.019567331	-0.6927202	0.028372716	0.00016974521	0.00016982832	0.6927371	1008	2016
18.672531604766846	2	-0.42491665	0.08065115	-0.22339243	-0.59631467	21.0	0.0	-0.020234127	-0.020234127	-0.020311436	-0.020311436	-0.6941912	0.02044611	0.00014617766	6.9144604e-05	0.69420576	1008	3024
23.263654708862305	3	-0.4216157	0.08971383	-0.2844828	-0.6281048	21.0	0.0	-0.020076938	-0.020076938	-0.020053005	-0.020053005	-0.6938414	0.02460036	0.0008818309	0.0012842916	0.69392955	1008	4032
27.900619983673096	4	-0.42652366	0.0768562	-0.2579138	-0.6216436	21.0	0.0	-0.02031065	-0.02031065	-0.02052653	-0.02052653	-0.69318056	0.013193873	0.00030084894	0.00027795683	0.69321066	1008	5040
32.544198751449585	5	-0.4185147	0.08139012	-0.17407718	-0.57703245	21.0	0.0	-0.019929273	-0.019929273	-0.019739084	-0.019739084	-0.6915221	0.02381594	0.0008888788	0.001109024	0.69161093	1008	6048
37.133214712142944	6	-0.44612542	0.09704906	-0.24123503	-0.6805352	21.0	0.0	-0.021244066	-0.021244066	-0.021289626	-0.021289626	-0.69317925	0.016417926	7.5192715e-05	9.112585e-05	0.6931868	1008	7056
41.71959686279297	7	-0.42113245	0.086817764	-0.2337733	-0.61262447	21.0	0.0	-0.020053927	-0.020053927	-0.020060694	-0.020060694	-0.6908145	0.01928655	0.000551762	0.0007380788	0.6908697	1008	8064
46.46460151672363	8	-0.4369515	0.089640826	-0.25641128	-0.59577966	21.0	0.0	-0.020807214	-0.020807214	-0.02112746	-0.02112746	-0.6942241	0.020874184	0.0005599051	0.00079639413	0.6942801	1008	9072
51.13376498222351	9	-0.4248692	0.10024251	-0.27643874	-0.6933356	21.0	0.0	-0.020231867	-0.020231867	-0.02014833	-0.02014833	-0.6980186	0.032173924	0.0009673512	0.0014625986	0.69811535	1008	10080
55.882750511169434	10	-0.49131635	0.10320359	-0.29177985	-0.72563016	21.0	0.0	-0.023396017	-0.023396017	-0.018829577	-0.018829577	-0.672019	0.23306711	0.22031243	0.2405586	0.69405025	1008	11088
60.493736267089844	11	-0.46428668	0.12257347	-0.16054425	-0.8457552	21.0	0.0	-0.022108892	-0.022108892	-0.021333141	-0.021333141	-0.6883241	0.07253136	0.03377316	0.034345087	0.6917014	1008	12096
65.08777117729187	12	-0.457304	0.10841598	-0.23324758	-0.72857076	21.0	0.0	-0.021776382	-0.021776382	-0.021518305	-0.021518305	-0.6903044	0.033174817	0.005355569	0.005500219	0.69083995	1008	13104
69.67000722885132	13	-0.51706785	0.10785492	-0.27757272	-0.84658104	21.0	0.0	-0.024622278	-0.024622278	-0.019271702	-0.019271702	-0.63119453	0.22829188	0.29207093	0.21617532	0.66040164	1008	14112
74.2587788105011	14	-0.52453524	0.116368525	-0.27305764	-0.93215835	21.0	0.0	-0.02497787	-0.02497787	-0.01797819	-0.01797819	-0.67430645	0.29065144	0.2808781	0.22975828	0.70239425	1008	15120
78.82801103591919	15	-0.5540881	0.15399817	-0.29154438	-0.9597926	21.0	0.0	-0.026385147	-0.026385147	-0.022097515	-0.022097515	-0.6532216	0.22869292	0.20794606	0.1945131	0.6740163	1008	16128
83.40687441825867	16	-0.5640933	0.1251644	-0.26420936	-0.9939375	21.0	0.0	-0.026861584	-0.026861584	-0.022388048	-0.022388048	-0.6276888	0.2202445	0.22856197	0.19726768	0.650545	1008	17136
87.98462963104248	17	-0.55551225	0.140847	-0.27333978	-0.88353616	21.0	0.0	-0.026452964	-0.026452964	-0.02435875	-0.02435875	-0.695001	0.14699467	0.120385915	0.10907097	0.7070396	1008	18144
92.55282735824585	18	-0.64209175	0.13635929	-0.37022945	-1.0986763	21.0	0.0	-0.030575797	-0.030575797	-0.023257025	-0.023257025	-0.679824	0.2492273	0.2733994	0.19329783	0.70716393	1008	19152
97.11788058280945	19	-0.6196547	0.12216732	-0.4018189	-0.9413559	21.0	0.0	-0.029507369	-0.029507369	-0.021920813	-0.021920813	-0.6822636	0.27961507	0.25985664	0.25040537	0.7082493	1008	20160
101.7258231639862	20	-0.63120955	0.13044548	-0.32647198	-0.8506507	21.0	0.0	-0.030057596	-0.030057596	-0.02241275	-0.02241275	-0.6499387	0.23667327	0.28532112	0.2705871	0.67847085	1008	21168
106.31579232215881	21	-0.25860345	2.821075	19.061075	-0.9676484	21.0	0.0	-0.012314447	-0.012314447	-0.003471542	-0.003471542	-0.652886	0.27383685	0.3050751	0.28876632	0.6833935	1008	22176
110.93169379234314	22	-0.42865577	1.4003034	9.115955	-1.0806576	21.0	0.0	-0.020412179	-0.020412179	-0.0019405219	-0.0019405219	-0.6663508	0.37231413	0.45101225	0.3070504	0.711452	1008	23184
115.59873104095459	23	2.4774473	9.975656	49.25904	-0.8485471	21.0	0.0	0.11797366	0.11797366	0.13676569	0.13676569	-0.5716591	0.34536976	0.506106	0.32830945	0.62226963	1008	24192
120.61151337623596	24	1.4414331	7.5858436	39.18427	-1.0379785	21.0	0.0	0.06863968	0.06863968	0.0839094	0.0839094	-0.6315794	0.40617767	0.4447397	0.24519695	0.6760534	1008	25200
125.24584984779358	25	1.4098216	10.13187	58.92584	-1.0605819	21.0	0.0	0.06713436	0.06713436	0.08330401	0.08330401	-0.6388587	0.3806101	0.46962517	0.29625386	0.6858212	1008	26208
129.83880639076233	26	6.8263817	15.297637	59.272194	-1.0690997	21.0	0.0	0.3250658	0.3250658	0.35433468	0.35433468	-0.6183839	0.45795614	0.6635289	0.3719166	0.6847367	1008	27216
134.38592767715454	27	12.211552	20.319542	88.89838	-0.9532299	21.0	0.0	0.5815025	0.5815025	0.619108	0.619108	-0.5879234	0.47225174	0.9453101	0.42926884	0.68245435	1008	28224
138.94580054283142	28	15.500683	23.34922	98.89902	-1.0056866	21.0	0.0	0.73812777	0.73812777	0.79151636	0.79151636	-0.44976917	0.5062678	1.2668021	0.43021724	0.5764494	1008	29232
143.51187682151794	29	22.376421	24.574106	79.05	-0.8862829	21.0	0.0	1.0655439	1.0655439	1.1163563	1.1163563	-0.4103776	0.39441282	1.4749829	0.5470375	0.5578759	1008	30240
148.10322451591492	30	31.718267	27.708008	89.21292	-0.8270487	21.0	0.0	1.5103936	1.5103936	1.5719895	1.5719895	-0.35534078	0.36614037	1.5556898	0.55033475	0.5109098	1008	31248
152.66195845603943	31	28.184538	25.726908	88.97813	-0.96061313	21.0	0.0	1.3421209	1.3421209	1.3968704	1.3968704	-0.43771014	0.45621058	1.6205595	0.6717345	0.5997661	1008	32256
157.22016072273254	32	32.736393	25.517277	89.0647	-0.84241515	21.0	0.0	1.5588759	1.5588759	1.614428	1.614428	-0.42550144	0.60851264	1.4581234	0.47602186	0.57131374	1008	33264
161.78051805496216	33	38.984226	27.437437	89.009995	-0.60723037	21.0	0.0	1.8563918	1.8563918	1.9122653	1.9122653	-0.42979777	0.55600816	1.4670062	0.40116602	0.5764984	1008	34272
166.36408805847168	34	35.814877	23.877213	88.949135	-0.71098214	21.0	0.0	1.7054702	1.7054702	1.7610608	1.7610608	-0.48875046	0.5683044	1.672965	0.5484622	0.656047	1008	35280
170.9426248073578	35	45.773834	23.893345	108.92604	-0.7080643	21.0	0.0	2.1797063	2.1797063	2.2420912	2.2420912	-0.46814284	0.58864343	1.6359323	0.49382895	0.63173604	1008	36288
175.51112508773804	36	47.40648	28.399782	89.03046	-1.107113	21.0	0.0	2.2574513	2.2574513	2.3230693	2.3230693	-0.263008	0.37964058	1.6695497	0.47846615	0.42996296	1008	37296
180.08884048461914	37	48.015957	26.472176	89.09266	-0.927104	21.0	0.0	2.2864742	2.2864742	2.3484323	2.3484323	-0.40999997	0.5926729	1.7360454	0.55118203	0.5836046	1008	38304
184.66000270843506	38	44.04745	27.675377	88.9906	-0.9272398	21.0	0.0	2.0974977	2.0974977	2.1561654	2.1561654	-0.38955122	0.6023236	1.703855	0.52398473	0.5599367	1008	39312
189.26692390441895	39	45.654484	23.92506	98.82555	-1.0846074	21.0	0.0	2.1740232	2.1740232	2.2374535	2.2374535	-0.31610116	0.4784601	1.6746913	0.5792981	0.48357028	1008	40320
193.86204409599304	40	47.514374	28.455755	98.92187	-1.115762	21.0	0.0	2.2625892	2.2625892	2.324955	2.324955	-0.34401125	0.4273666	1.6076932	0.49738246	0.5047806	1008	41328
198.4526424407959	41	53.953663	24.142874	108.50511	-0.96533316	21.0	0.0	2.5692225	2.5692225	2.627953	2.627953	-0.32400376	0.4296245	1.7093418	0.5512938	0.49493793	1008	42336
203.02934980392456	42	53.104984	27.416048	98.81054	-0.92342556	21.0	0.0	2.5288088	2.5288088	2.5823016	2.5823016	-0.39867815	0.5656143	1.533191	0.45995873	0.55199724	1008	43344
