Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
10.549053192138672	0	-0.4286022	0.087410815	-0.25177664	-0.6315052	21.0	0.0	-0.020409629	-0.020409629	-0.020409629	-0.020409629	1008	1008
11.636106967926025	1	-0.40660837	0.08667759	-0.22354756	-0.68927497	21.0	0.0	-0.019362306	-0.019362306	-0.019362306	-0.019362306	1008	2016
12.28309440612793	2	-0.42560804	0.09744936	-0.18877631	-0.6960493	21.0	0.0	-0.020267047	-0.020267047	-0.020267047	-0.020267047	1008	3024
12.922612190246582	3	-0.42614737	0.08177427	-0.24541041	-0.6259779	21.0	0.0	-0.020292733	-0.020292733	-0.020292733	-0.020292733	1008	4032
13.561340093612671	4	-0.4251956	0.085510954	-0.26275125	-0.6366333	21.0	0.0	-0.02024741	-0.02024741	-0.02024741	-0.02024741	1008	5040
14.20124864578247	5	-0.39949408	0.06891146	-0.2900953	-0.57124275	21.0	0.0	-0.019023528	-0.019023528	-0.019023528	-0.019023528	1008	6048
14.844239473342896	6	-0.41796747	0.1006153	-0.18103206	-0.66015553	21.0	0.0	-0.019903215	-0.019903215	-0.019903215	-0.019903215	1008	7056
15.484183073043823	7	-0.40965864	0.09557297	-0.19155362	-0.64206666	21.0	0.0	-0.019507555	-0.019507555	-0.019507555	-0.019507555	1008	8064
16.121701955795288	8	-0.4362456	0.11932922	-0.25195092	-0.786867	21.0	0.0	-0.020773599	-0.020773599	-0.020773599	-0.020773599	1008	9072
16.766658782958984	9	-0.45236325	0.105101675	-0.2165435	-0.7419748	21.0	0.0	-0.021541106	-0.021541106	-0.021541106	-0.021541106	1008	10080
17.41258668899536	10	-0.4363362	0.10414675	-0.2729401	-0.75482416	21.0	0.0	-0.020777913	-0.020777913	-0.020777913	-0.020777913	1008	11088
18.054389715194702	11	-0.4493812	0.10174472	-0.30868417	-0.6927345	21.0	0.0	-0.021399101	-0.021399101	-0.021399101	-0.021399101	1008	12096
18.69092345237732	12	-0.4480652	0.10121857	-0.27929857	-0.7834539	21.0	0.0	-0.021336438	-0.021336438	-0.021336438	-0.021336438	1008	13104
19.330671072006226	13	-0.5227023	0.11111783	-0.27394846	-0.7811673	21.0	0.0	-0.024890585	-0.024890585	-0.024890585	-0.024890585	1008	14112
19.973301649093628	14	-0.29306433	1.4077908	9.325155	-0.7822605	21.0	0.0	-0.013955443	-0.013955443	-0.013955443	-0.013955443	1008	15120
20.610145807266235	15	-0.5332437	0.117914364	-0.24280995	-0.8015299	21.0	0.0	-0.025392558	-0.025392558	-0.025392558	-0.025392558	1008	16128
21.252814292907715	16	0.66455394	4.351121	19.371544	-0.88321036	21.0	0.0	0.03164543	0.03164543	0.03164543	0.03164543	1008	17136
