Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
7.0845513343811035	0	-0.41354847	0.07194539	-0.26351318	-0.61326927	21.0	0.0	-0.019692782	-0.019692782	-0.01955573	-0.01955573	-0.69618165	0.033127204	0.00026426392	0.0002331452	0.696208	1008	1008
13.715542554855347	1	-0.40490246	0.08260335	-0.29321462	-0.6577486	21.0	0.0	-0.019281069	-0.019281069	-0.019142857	-0.019142857	-0.694286	0.02125058	7.634288e-05	1.9993156e-05	0.6942936	1008	2016
18.348397254943848	2	-0.4198947	0.0703662	-0.29830942	-0.5431034	21.0	0.0	-0.019994985	-0.019994985	-0.02010095	-0.02010095	-0.6917517	0.024847066	0.00076872355	0.0009035215	0.69182855	1008	3024
22.913511276245117	3	-0.4389182	0.088569716	-0.2963718	-0.6512775	21.0	0.0	-0.020900868	-0.020900868	-0.02111363	-0.02111363	-0.6952306	0.020672204	8.109263e-05	0.00012247403	0.6952387	1008	4032
27.491316080093384	4	-0.4128531	0.0849742	-0.26180303	-0.63285017	21.0	0.0	-0.01965967	-0.01965967	-0.019660788	-0.019660788	-0.6916898	0.01931898	0.00015893548	5.9942104e-05	0.6917057	1008	5040
32.099366903305054	5	-0.41140246	0.093614034	-0.26395646	-0.6036481	21.0	0.0	-0.019590594	-0.019590594	-0.01956021	-0.01956021	-0.6948283	0.02817278	0.00017318732	0.0002016306	0.6948456	1008	6048
36.631701707839966	6	-0.40186954	0.078894995	-0.22649746	-0.5771112	21.0	0.0	-0.019136645	-0.019136645	-0.019232713	-0.019232713	-0.692562	0.021831831	0.00013519064	0.00016938066	0.69257545	1008	7056
41.15809154510498	7	-0.40888512	0.102157384	-0.16417758	-0.7333619	21.0	0.0	-0.019470718	-0.019470718	-0.019577645	-0.019577645	-0.69240755	0.008996011	0.000120805606	6.961209e-05	0.69241965	1008	8064
45.80791163444519	8	-0.41902325	0.106714286	-0.21741988	-0.7004196	21.0	0.0	-0.01995349	-0.01995349	-0.019886494	-0.019886494	-0.6944329	0.024342373	0.000566971	0.0007512531	0.6944896	1008	9072
50.412015438079834	9	-0.44682565	0.094565414	-0.2508038	-0.68551326	21.0	0.0	-0.02127741	-0.02127741	-0.021505458	-0.021505458	-0.6935458	0.032379	0.0033986	0.0061735087	0.6938857	1008	10080
55.09396934509277	10	-0.4542152	0.10078996	-0.17721242	-0.6638123	21.0	0.0	-0.021629298	-0.021629298	-0.021611251	-0.021611251	-0.68719006	0.038552787	0.008492187	0.011142203	0.68803924	1008	11088
59.62214374542236	11	-0.45019078	0.10057828	-0.27533516	-0.7010138	21.0	0.0	-0.021437654	-0.021437654	-0.021210736	-0.021210736	-0.69274455	0.01893192	0.0014406409	0.0017054661	0.69288856	1008	12096
64.0979676246643	12	0.33335936	5.684692	39.299488	-0.71019155	21.0	0.0	0.01587426	0.01587426	0.019487279	0.019487279	-0.6712719	0.1601695	0.10154565	0.12776642	0.6814265	1008	13104
68.55964040756226	13	0.53725934	5.07244	29.387596	-0.7222262	21.0	0.0	0.02558378	0.02558378	0.027626842	0.027626842	-0.6880917	0.13606289	0.084460974	0.11636488	0.69653773	1008	14112
73.06162714958191	14	3.2297595	10.072758	39.208347	-0.78459495	21.0	0.0	0.15379806	0.15379806	0.15532757	0.15532757	-0.6958541	0.13014753	0.08445706	0.11014898	0.7042998	1008	15120
77.56703209877014	15	2.9971015	9.411234	39.347313	-0.7412224	21.0	0.0	0.1427191	0.1427191	0.15088654	0.15088654	-0.63614166	0.25972936	0.3136651	0.23936786	0.6675082	1008	16128
82.07019591331482	16	3.6105525	9.691257	39.346302	-0.70819235	21.0	0.0	0.17193104	0.17193104	0.18332027	0.18332027	-0.6439518	0.33783725	0.41641766	0.30657566	0.6855935	1008	17136
86.55939984321594	17	3.9940174	11.117313	39.34239	-0.83759695	21.0	0.0	0.19019131	0.19019131	0.20108952	0.20108952	-0.59330773	0.25908196	0.36031318	0.28944325	0.6293391	1008	18144
91.04105925559998	18	10.198448	18.151228	59.261818	-0.9102923	21.0	0.0	0.48564038	0.48564038	0.50044924	0.50044924	-0.573441	0.3046483	0.39816815	0.2903479	0.6132579	1008	19152
95.52582550048828	19	12.879689	20.759926	79.285515	-0.9037131	21.0	0.0	0.61331856	0.61331856	0.62880427	0.62880427	-0.6179913	0.33760107	0.48005757	0.36590353	0.665997	1008	20160
100.00858211517334	20	11.832924	20.892822	69.16214	-0.8016657	21.0	0.0	0.56347257	0.56347257	0.574107	0.574107	-0.6409302	0.31044027	0.3601312	0.27131552	0.6769433	1008	21168
104.5199077129364	21	13.655266	18.753275	59.142853	-0.87265337	21.0	0.0	0.65025073	0.65025073	0.6720146	0.6720146	-0.5295348	0.33654487	0.52703	0.29728416	0.58223784	1008	22176
109.04291582107544	22	15.334064	20.394615	68.94978	-1.2516004	21.0	0.0	0.73019344	0.73019344	0.74061537	0.74061537	-0.657104	0.31028494	0.33107448	0.2668874	0.6902114	1008	23184
113.59860348701477	23	19.26393	24.045	89.12445	-0.8497651	21.0	0.0	0.91732997	0.91732997	0.9253132	0.9253132	-0.6658576	0.28887403	0.32640302	0.3263753	0.6984979	1008	24192
118.35435390472412	24	32.530663	25.671583	89.0444	-0.87583894	21.0	0.0	1.5490792	1.5490792	1.5599394	1.5599394	-0.6680452	0.28176147	0.34782103	0.2779428	0.70282733	1008	25200
123.12553715705872	25	28.604126	25.407375	78.93698	-1.0508207	21.0	0.0	1.3621012	1.3621012	1.3676406	1.3676406	-0.6592373	0.21128638	0.22572091	0.1927007	0.6818094	1008	26208
127.62941789627075	26	37.917896	25.662292	98.959694	-0.6679743	21.0	0.0	1.8056141	1.8056141	1.8147258	1.8147258	-0.66777587	0.28258038	0.2691062	0.21476988	0.69468653	1008	27216
132.12364864349365	27	39.782608	25.56039	98.8282	-0.5992284	21.0	0.0	1.8944098	1.8944098	1.9005984	1.9005984	-0.6681746	0.2247558	0.21218204	0.17967416	0.6893928	1008	28224
136.6066541671753	28	48.89183	25.087328	98.72654	-0.6774083	21.0	0.0	2.3281822	2.3281822	2.3367944	2.3367944	-0.63720936	0.276514	0.31988668	0.25049776	0.66919804	1008	29232
141.09725046157837	29	47.6127	30.17687	98.805115	-0.7968336	21.0	0.0	2.2672715	2.2672715	2.276357	2.276357	-0.6436689	0.23812488	0.26900488	0.21047486	0.67056936	1008	30240
145.58746695518494	30	43.47647	29.119696	108.80332	-0.939988	21.0	0.0	2.0703082	2.0703082	2.0798757	2.0798757	-0.654686	0.26286903	0.25049636	0.19951312	0.6797356	1008	31248
150.08290576934814	31	53.589733	30.266407	108.89917	-0.82837665	21.0	0.0	2.551892	2.551892	2.5681634	2.5681634	-0.6006689	0.31186417	0.42586818	0.31847888	0.6432557	1008	32256
154.58429384231567	32	50.27254	28.278732	108.67359	-0.93210703	21.0	0.0	2.3939304	2.3939304	2.4032583	2.4032583	-0.6724931	0.30778962	0.35269058	0.2465106	0.7077622	1008	33264
159.0748405456543	33	53.122677	27.152113	108.447296	-0.77344865	21.0	0.0	2.5296512	2.5296512	2.5402439	2.5402439	-0.6772264	0.31679794	0.34975165	0.21231675	0.7122016	1008	34272
163.57824277877808	34	56.277912	23.064798	108.784584	-0.7571949	21.0	0.0	2.679901	2.679901	2.6863606	2.6863606	-0.62642026	0.2853373	0.36506692	0.33051905	0.6629269	1008	35280
168.08943390846252	35	63.54192	22.796011	118.51885	-0.73427254	21.0	0.0	3.0258055	3.0258055	3.035048	3.035048	-0.6663077	0.29311338	0.2974009	0.2661408	0.6960477	1008	36288
172.5781786441803	36	62.067875	22.370304	108.65599	-0.6895747	21.0	0.0	2.9556131	2.9556131	2.96678	2.96678	-0.6676086	0.3256361	0.34440887	0.30922434	0.70204955	1008	37296
177.05868196487427	37	60.76469	27.015469	118.7398	-0.87471557	21.0	0.0	2.8935564	2.8935564	2.903936	2.903936	-0.6408046	0.32057345	0.3991815	0.33536792	0.6807227	1008	38304
181.57030940055847	38	68.26121	23.726036	108.770164	-0.85365385	21.0	0.0	3.2505338	3.2505338	3.2577598	3.2577598	-0.6531435	0.23013236	0.2288909	0.20896168	0.6760326	1008	39312
186.07154846191406	39	66.83631	19.88375	108.76926	28.941349	21.0	0.0	3.1826816	3.1826816	3.1897895	3.1897895	-0.63422996	0.26022834	0.3256346	0.31399357	0.66679347	1008	40320
190.5818808078766	40	71.98356	21.767403	108.798004	9.237911	21.0	0.0	3.4277885	3.4277885	3.4381642	3.4381642	-0.6357902	0.25773117	0.33666924	0.31788963	0.6694572	1008	41328
195.08749222755432	41	69.66669	23.999681	108.581055	-0.9217128	21.0	0.0	3.317461	3.317461	3.3223717	3.3223717	-0.6679948	0.1977456	0.20391673	0.25554413	0.68838644	1008	42336
