Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
17.300956964492798	0	-171.87389	-9.472488	65.087975	-28.82814	-345.23627	20.0	0.0	1008	10017	-167.66426	-8.5860405
32.30188751220703	1	-168.77452	-9.205107	66.523544	-35.073067	-378.8781	20.0	0.0	1008	20034	-172.47841	-8.80292
46.388463258743286	2	-173.1717	-9.52725	65.774	-30.326193	-380.55087	20.0	0.0	1008	30051	-177.51427	-9.501138
60.516526222229004	3	-167.04965	-8.8054285	69.22481	-28.371452	-436.3127	20.0	0.0	1008	40068	-166.73961	-8.710629
74.44791603088379	4	-161.5095	-8.317428	63.81522	-18.401154	-362.4881	20.0	0.0	1008	50085	-158.46846	-8.246753
88.28063774108887	5	-158.62808	-8.150906	64.44235	-24.958609	-344.62872	20.0	0.0	1008	60102	-162.10004	-8.346236
102.44198822975159	6	-162.6461	-8.434791	65.53583	-35.041473	-382.56387	20.0	0.0	1008	70119	-149.27539	-7.5493064
116.38680577278137	7	-166.7802	-8.642037	65.26011	-27.09522	-371.4147	20.0	0.0	1008	80136	-163.83191	-8.698525
130.33929705619812	8	-158.22029	-8.014331	64.96053	-22.002155	-337.0333	20.0	0.0	1008	90153	-162.71373	-7.933557
144.27694010734558	9	-159.65976	-8.15073	65.76217	-19.723541	-343.16705	20.0	0.0	1008	100170	-164.08147	-8.426326
158.40660738945007	10	-155.35574	-7.9061446	64.08424	-26.35341	-322.639	20.0	0.0	1008	110187	-160.32074	-8.316283
172.307608127594	11	-161.64586	-8.080458	70.48288	-19.68825	-353.9499	20.0	0.0	1008	120204	-163.21431	-7.6502595
186.29223370552063	12	-153.29323	-7.7161818	69.81996	-15.076409	-387.47208	20.0	0.0	1008	130221	-181.12146	-9.444655
200.28099656105042	13	-165.21205	-8.125485	71.75678	-19.911247	-413.16412	20.0	0.0	1008	140238	-161.71315	-7.819609
214.24648141860962	14	-155.72504	-7.7219706	70.788185	-21.933338	-380.83133	20.0	0.0	1008	150255	-150.10167	-7.213206
228.19046473503113	15	-159.64656	-7.929679	71.30088	-20.992668	-401.88358	20.0	0.0	1008	160272	-142.38371	-7.04151
242.2853775024414	16	-154.16876	-7.620988	74.06445	-17.407953	-461.54456	20.0	0.0	1008	170289	-148.87413	-7.3670735
256.2740104198456	17	-154.04681	-7.468881	74.27705	-23.971542	-388.37155	20.0	0.0	1008	180306	-144.70778	-6.808623
270.1865301132202	18	-154.1632	-7.5205717	72.71623	-21.940336	-416.4919	20.0	0.0	1008	190323	-145.7489	-7.2074075
284.2298891544342	19	-158.19025	-7.6814504	73.795494	-18.308619	-388.29697	20.0	0.0	1008	200340	-167.91963	-8.063589
298.4430696964264	20	-156.80382	-7.4453545	72.80653	-22.24612	-380.1288	20.0	0.0	1008	210357	-160.69508	-7.471962
312.3813717365265	21	-156.40042	-7.431521	74.620094	-19.1177	-477.2357	20.0	0.0	1008	220374	-149.06233	-6.6537538
326.7655131816864	22	-155.02637	-7.4469156	76.39976	-18.189045	-406.74728	20.0	0.0	1008	230391	-170.3111	-8.102986
340.85771465301514	23	-151.73875	-7.299349	77.2779	-22.68241	-448.3673	20.0	0.0	1008	240408	-137.0196	-6.58284
354.83765625953674	24	-157.25778	-7.606879	75.233025	-19.206629	-433.01123	20.0	0.0	1008	250425	-154.90392	-8.087905
368.8421015739441	25	-154.75601	-7.308826	75.35093	-20.054825	-411.70612	20.0	0.0	1008	260442	-149.96118	-7.3864226
382.92239141464233	26	-151.59464	-7.0915093	74.92476	-19.186996	-423.0644	20.0	0.0	1008	270459	-152.49721	-7.532976
397.0244402885437	27	-153.57726	-7.2152185	80.156944	-19.070478	-461.2453	20.0	0.0	1008	280476	-155.06071	-7.0866
410.9053485393524	28	-161.4933	-7.4827676	84.69247	-14.320523	-475.93832	20.0	0.0	1008	290493	-154.70747	-7.3282776
424.8395698070526	29	-158.84209	-7.3807693	84.63805	-16.164385	-497.97876	20.0	0.0	1008	300510	-168.46431	-7.961745
439.0070071220398	30	-156.27402	-7.3943553	84.41036	-11.215394	-542.9057	20.0	0.0	1008	310527	-142.28096	-6.6451187
452.90741658210754	31	-152.53508	-6.999694	84.61189	-18.758812	-505.57886	20.0	0.0	1008	320544	-141.28625	-6.966408
466.814040184021	32	-154.65031	-7.0796647	86.52016	-20.841707	-563.8547	20.0	0.0	1008	330561	-168.76158	-8.008708
480.90196466445923	33	-158.16437	-7.4019837	93.1795	-12.760798	-475.6465	20.0	0.0	1008	340578	-164.51808	-7.2624755
495.0259039402008	34	-160.35039	-7.307253	92.0726	-18.944046	-563.094	20.0	0.0	1008	350595	-182.0153	-8.607675
508.98908376693726	35	-159.616	-7.2914066	84.34195	-17.088654	-510.23276	20.0	0.0	1008	360612	-167.14104	-8.405067
523.0340583324432	36	-153.28568	-6.9594254	91.38537	-20.11151	-548.646	20.0	0.0	1008	370629	-168.75935	-7.6927357
537.2255399227142	37	-156.12227	-7.297814	93.52321	-19.713995	-522.5745	20.0	0.0	1008	380646	-166.64081	-6.975471
551.219272851944	38	-168.50307	-8.000242	102.01066	-22.037132	-752.2398	20.0	0.0	1008	390663	-145.46904	-6.6441593
565.175523519516	39	-160.75227	-7.4508157	96.745026	-16.69328	-530.29193	20.0	0.0	1008	400680	-146.97118	-6.718819
579.1963305473328	40	-162.07242	-7.546437	96.43948	-12.454421	-596.6464	20.0	0.0	1008	410697	-161.17442	-7.2050643
593.241541147232	41	-151.07948	-6.852391	87.716484	-28.340158	-490.52087	20.0	0.0	1008	420714	-147.45164	-6.783783
607.232607126236	42	-161.57004	-7.3647337	101.73085	-17.069038	-723.4455	20.0	0.0	1008	430731	-153.00346	-6.767292
621.2406558990479	43	-163.82361	-7.6212883	106.58672	-13.779117	-741.2687	20.0	0.0	1008	440748	-147.73682	-6.8303046
635.3864841461182	44	-154.71053	-7.216007	96.41931	-13.246702	-764.55005	20.0	0.0	1008	450765	-156.00581	-7.0069466
649.3047614097595	45	-169.94835	-8.143202	114.159225	-17.684143	-683.2486	20.0	0.0	1008	460782	-176.82129	-8.386039
663.2536497116089	46	-165.17477	-7.778963	108.22155	-23.11741	-731.3085	20.0	0.0	1008	470799	-158.09651	-7.3503594
677.383291721344	47	-153.31566	-7.049311	96.6142	-15.608884	-625.70105	20.0	0.0	1008	480816	-162.85657	-6.7974586
691.3358507156372	48	-163.6348	-7.412873	101.22593	-12.421644	-683.00256	20.0	0.0	1008	490833	-155.83026	-6.4861455
705.3516347408295	49	-160.5587	-7.4981074	113.39703	-7.765907	-722.6131	20.0	0.0	1008	500850	-134.45447	-6.435838
719.4714269638062	50	-171.56627	-8.113413	123.95097	-12.00279	-949.0909	20.0	0.0	1008	510867	-143.20314	-6.2245193
733.4676468372345	51	-168.99548	-7.8168955	115.32121	-17.439384	-905.787	20.0	0.0	1008	520884	-164.53165	-7.9913373
747.466775894165	52	-174.77048	-8.242947	137.71297	-11.632547	-893.81244	20.0	0.0	1008	530901	-157.28241	-6.3340416
761.3647797107697	53	-176.7273	-8.453958	136.66238	-12.935792	-831.5324	20.0	0.0	1008	540918	-185.93803	-8.45527
775.4577479362488	54	-178.12772	-8.4565115	132.4264	-15.671843	-923.7507	20.0	0.0	1008	550935	-156.72104	-7.832647
789.4112315177917	55	-178.51845	-8.289227	136.16785	-14.934389	-968.2849	20.0	0.0	1008	560952	-175.24675	-8.858067
803.4027905464172	56	-176.41878	-8.715611	145.67404	-12.979087	-1023.8362	20.0	0.0	1008	570969	-186.98279	-8.751141
817.4399807453156	57	-190.63686	-9.6676	161.45476	-17.424965	-1104.1808	20.0	0.0	1008	580986	-198.17719	-10.332378
