Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
106.38134264945984	0	-170.2969	-9.370043	64.31502	-40.383266	-371.24536	20.0	0.0	1020	10020	-180.28348	-9.635795
206.95599937438965	1	-167.8028	-8.951713	65.38167	-29.197788	-342.3997	20.0	0.0	1020	20040	-159.88713	-8.782402
301.0659682750702	2	-162.61984	-8.552155	61.846115	-34.502945	-323.92737	20.0	0.0	1020	30060	-155.35072	-7.5786314
395.5452845096588	3	-161.04314	-8.515069	63.10458	-38.369854	-317.743	20.0	0.0	1020	40080	-158.76399	-7.860025
489.995112657547	4	-162.4313	-8.460488	63.531612	-25.164053	-382.73682	20.0	0.0	1020	50100	-149.71094	-8.194742
584.2507622241974	5	-160.51323	-8.298709	61.8668	-40.62617	-376.53537	20.0	0.0	1020	60120	-170.47641	-9.5034485
678.664897441864	6	-160.46527	-8.343365	67.14007	-24.768402	-347.6158	20.0	0.0	1020	70140	-152.21709	-7.53857
771.9356648921967	7	-157.33977	-8.124713	60.719555	-34.03006	-332.93015	20.0	0.0	1020	80160	-134.28583	-6.531659
852.5295004844666	8	-161.68956	-8.212813	67.17342	-27.614382	-365.87012	20.0	0.0	1020	90180	-169.15955	-8.556105
932.4391353130341	9	-159.53278	-8.127944	63.856056	-29.056646	-365.28564	20.0	0.0	1020	100200	-149.29088	-7.4058332
1012.3033876419067	10	-157.02809	-7.912941	61.082664	-27.171848	-383.42072	20.0	0.0	1020	110220	-182.22205	-9.73765
1091.588761806488	11	-149.85573	-7.4474306	59.093845	-26.217281	-330.3206	20.0	0.0	1020	120240	-151.38306	-7.6171203
1170.4424283504486	12	-156.1784	-7.7706175	63.88632	-37.716583	-332.9076	20.0	0.0	1020	130260	-159.91672	-7.6576967
1249.3235971927643	13	-154.96819	-7.4546204	65.87941	-27.239073	-378.5494	20.0	0.0	1020	140280	-140.01479	-7.157865
1328.1862173080444	14	-154.87529	-7.402094	66.49864	-29.557013	-371.11395	20.0	0.0	1020	150300	-155.98865	-7.957612
1407.0964891910553	15	-149.59943	-6.9686756	66.62232	-28.39198	-412.4886	20.0	0.0	1020	160320	-142.99094	-7.2037926
1485.8509995937347	16	-151.7779	-7.008973	59.488804	-32.439888	-362.37686	20.0	0.0	1020	170340	-130.51149	-6.135529
1564.5251622200012	17	-145.45975	-6.823054	63.124283	-30.915968	-320.52576	20.0	0.0	1020	180360	-146.84207	-6.91099
1643.359293460846	18	-147.5797	-6.7156873	63.098797	-28.09074	-311.5423	20.0	0.0	1020	190380	-158.5273	-7.0725245
1722.1232228279114	19	-146.1115	-6.6189485	63.973557	-26.050375	-347.90915	20.0	0.0	1020	200400	-175.62302	-7.817451
1800.7458305358887	20	-141.863	-6.306403	64.49629	-23.562513	-332.64343	20.0	0.0	1020	210420	-139.37755	-6.1649995
1879.363444328308	21	-144.04858	-6.390267	69.591125	-24.432997	-379.51215	20.0	0.0	1020	220440	-150.44089	-6.6185546
1961.1649720668793	22	-144.54538	-6.3880916	71.9651	-22.767056	-457.84213	20.0	0.0	1020	230460	-143.52737	-6.1219263
2041.493792772293	23	-139.5377	-6.08997	63.715435	-22.1396	-357.73755	20.0	0.0	1020	240480	-155.35297	-6.427741
2119.9460928440094	24	-143.79196	-6.2497134	66.195206	-24.046432	-391.2377	20.0	0.0	1020	250500	-127.87907	-5.781792
2198.34300160408	25	-137.67378	-6.0099473	57.109512	-22.24041	-357.722	20.0	0.0	1020	260520	-135.08595	-6.121976
2276.6038570404053	26	-138.77551	-5.9514246	61.106506	-23.688042	-314.4738	20.0	0.0	1020	270540	-154.77534	-7.205447
2355.0066542625427	27	-134.32605	-5.720448	62.31238	-20.857534	-316.58182	20.0	0.0	1020	280560	-129.5116	-5.2685814
2433.4494094848633	28	-138.99251	-6.110741	70.39155	-17.241783	-386.63077	20.0	0.0	1020	290580	-142.3449	-5.7370377
2511.733543395996	29	-145.74365	-6.188892	69.903435	-23.38797	-457.29144	20.0	0.0	1020	300600	-140.96277	-5.872753
2590.264951467514	30	-133.36867	-5.611954	64.00245	-31.578562	-341.92566	20.0	0.0	1020	310620	-138.23055	-5.8467464
2668.8266196250916	31	-132.15758	-5.504232	65.630905	-23.77296	-524.19196	20.0	0.0	1020	320640	-116.96739	-4.4705744
2747.2025814056396	32	-134.00128	-5.571969	68.67291	-19.530024	-430.2836	20.0	0.0	1020	330660	-127.73283	-4.9683366
2825.619295358658	33	-130.56508	-5.4841175	64.015755	-25.231056	-439.89526	20.0	0.0	1020	340680	-126.37292	-5.506481
2904.1621210575104	34	-132.74179	-5.529187	65.68169	-20.756947	-326.98846	20.0	0.0	1020	350700	-128.59283	-4.7281213
2982.595443248749	35	-136.6638	-5.7709723	72.16064	-18.735641	-403.54736	20.0	0.0	1020	360720	-132.77005	-5.3777666
3061.162990808487	36	-123.07007	-5.0919657	60.66057	-18.77206	-389.4589	20.0	0.0	1020	370740	-131.07626	-5.205946
3139.6602160930634	37	-125.3374	-5.0127573	60.414227	-22.851412	-362.6622	20.0	0.0	1020	380760	-132.97968	-5.3108163
3218.237911462784	38	-131.24385	-5.260795	60.889545	-24.82816	-323.78442	20.0	0.0	1020	390780	-105.56305	-4.237086
3296.7243225574493	39	-126.094475	-5.1361094	65.70935	-15.9206705	-416.19656	20.0	0.0	1020	400800	-118.43037	-5.024248
3375.0581901073456	40	-125.87481	-5.084758	61.19958	-20.857845	-449.32727	20.0	0.0	1020	410820	-132.52792	-5.33294
3453.522667169571	41	-124.02601	-5.2035174	67.18759	-13.96985	-381.69263	20.0	0.0	1020	420840	-125.53278	-5.2353616
3531.9278473854065	42	-122.23136	-5.0221343	61.015717	-17.225658	-344.6063	20.0	0.0	1020	430860	-133.73053	-5.832475
3610.364592552185	43	-122.36467	-5.316944	69.34201	-13.375637	-468.44257	20.0	0.0	1020	440880	-113.93776	-5.1581073
3688.8648567199707	44	-124.40283	-5.2886753	64.76373	-15.535587	-479.26163	20.0	0.0	1020	450900	-111.74796	-4.499244
3767.131585121155	45	-124.81953	-5.330697	62.359383	-25.433668	-385.51166	20.0	0.0	1020	460920	-141.17992	-6.044407
3845.460340499878	46	-125.926	-5.312807	67.8298	-16.374811	-400.1034	20.0	0.0	1020	470940	-124.971016	-4.9411507
3923.8811905384064	47	-130.06374	-5.3945475	70.140396	-18.316107	-472.46515	20.0	0.0	1020	480960	-114.04988	-4.3933787
4002.2614257335663	48	-133.2	-5.637872	77.92809	-17.034597	-592.7852	20.0	0.0	1020	490980	-125.21052	-5.1034617
4080.5625426769257	49	-124.89212	-5.1179776	70.6736	-21.551682	-460.70615	20.0	0.0	1020	501000	-117.3426	-4.8981442
4159.121134281158	50	-125.917175	-5.2624474	64.564835	-17.673695	-365.5569	20.0	0.0	1020	511020	-98.42426	-4.2247024
4237.603569507599	51	-120.35472	-4.938839	61.206764	-22.602137	-394.08063	20.0	0.0	1020	521040	-117.165245	-4.523561
4316.106908082962	52	-126.96208	-5.272721	66.79328	-15.216013	-444.8326	20.0	0.0	1020	531060	-153.489	-7.1712418
4394.4675896167755	53	-130.8779	-5.4094467	76.34222	-20.186386	-390.42148	20.0	0.0	1020	541080	-128.57124	-4.94184
4472.881981611252	54	-131.12778	-5.357324	76.57423	-19.753365	-685.9859	20.0	0.0	1020	551100	-129.58577	-5.445779
4551.194495677948	55	-124.79051	-5.1250353	73.56261	-20.845736	-658.36017	20.0	0.0	1020	561120	-151.63376	-5.5397453
4629.696664094925	56	-130.50006	-5.41403	73.5627	-15.784458	-521.37085	20.0	0.0	1020	571140	-153.7042	-7.110317
4708.152069807053	57	-123.37689	-5.2744756	73.24605	-20.97739	-604.5483	20.0	0.0	1020	581160	-114.161415	-5.2644773
4786.694912195206	58	-125.45687	-5.3597894	74.86368	-13.068545	-563.6567	20.0	0.0	1020	591180	-116.89742	-5.294407
4864.960558414459	59	-134.18152	-5.6652513	84.45963	-17.708975	-696.9964	20.0	0.0	1020	601200	-112.77443	-4.8872743
