Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
249.00094056129456	0	-163.49358	-8.990644	63.554222	-31.920444	-337.69043	20.0	0.0	1100	10100	-156.79956	-8.302911
487.90045189857483	1	-169.18195	-9.334684	72.872696	-29.790955	-387.82278	20.0	0.0	1100	20200	-168.35974	-8.325179
713.0883195400238	2	-163.82568	-8.531297	64.179245	-26.59682	-402.7839	20.0	0.0	1100	30300	-181.73247	-9.298423
938.3364250659943	3	-163.41673	-8.642635	64.01785	-27.931923	-341.74582	20.0	0.0	1100	40400	-167.62398	-8.811939
1162.3481504917145	4	-162.68176	-8.408176	64.80751	-34.792885	-353.17996	20.0	0.0	1100	50500	-175.56247	-8.743692
1386.9958786964417	5	-158.7318	-8.178392	65.61206	-21.925804	-357.5475	20.0	0.0	1100	60600	-158.87018	-8.326427
1611.8001551628113	6	-161.90483	-7.9874253	65.06249	-31.673664	-332.25043	20.0	0.0	1100	70700	-136.69762	-6.8917546
1836.6935489177704	7	-167.3316	-8.417685	62.072704	-32.027992	-348.65115	20.0	0.0	1100	80800	-158.97704	-8.16345
2061.7031581401825	8	-163.91254	-7.9718246	62.535637	-44.678944	-383.2013	20.0	0.0	1100	90900	-145.13115	-7.062114
2285.5129051208496	9	-149.54701	-7.135851	63.91096	-24.402277	-386.45996	20.0	0.0	1100	101000	-139.72646	-6.577573
2510.427980899811	10	-148.38977	-6.978468	58.72179	-33.18689	-335.43756	20.0	0.0	1100	111100	-151.01091	-7.1856747
2735.603788137436	11	-144.24501	-6.5392013	58.996563	-23.773458	-314.4615	20.0	0.0	1100	121200	-165.91208	-7.4498715
2959.934016227722	12	-145.96834	-6.7602806	68.15918	-22.48447	-406.25623	20.0	0.0	1100	131300	-161.49786	-7.722974
3184.7029309272766	13	-152.22177	-6.861131	63.513275	-27.01159	-345.77106	20.0	0.0	1100	141400	-170.37425	-7.749315
3409.362236261368	14	-144.81122	-6.5411716	64.26861	-18.81539	-372.15338	20.0	0.0	1100	151500	-139.07538	-6.1139493
